id,first_name,last_name,number,team_id,position,class,from,country,height_in,games,poss,pts,ast,reb,oreb,stl,blk,to,fouls,fgm,fga,threem,threea,ftm,fta,sj_poss,sj_fgm,sj_pts,sj_ppp,sj_pct,mj_poss,mj_fgm,mj_pts,mj_ppp,mj_pct,three_poss,three_fgm,three_pts,three_ppp,three_pct,cs_poss,cs_fgm,cs_pts,cs_ppp,cs_pct,cs_efg,cs_three_fgm,cs_three_fga,cs_three_pct,cs_three_per_fga,rim_poss,rim_fgm,rim_pts,rim_ppp,rim_pct,rim_ft_pct,hook_poss,hooks_fgm,hook_pts,hooks_ppp,hooks_fg_pct,hooks_ft_pct,run_poss,run_fgm,run_pts,run_ppp,run_fg_pct,run_ft_pct,dunk_poss,dunk_fgm,dunk_pts,dunk_ppp,dunk_fg_pct,dunk_ft_pct,iso_poss,iso_pts,iso_ppp,iso_fgm,iso_fga,iso_fg_pct,iso_efg,iso_to,iso_ft,iso_score,prb_poss,prb_pts,prb_ppp,prb_fgm,prb_fga,prb_fg,prb_efg,prb_to,prb_ft,prb_score,post_poss,post_pts,post_ppp,post_fgm,post_fga,post_fg,post_to,post_ft,post_score,roll_poss,roll_pts,roll_ppp,roll_fgm,roll_fga,roll_fg,roll_efg,roll_to,roll_ft,roll_score,ho_poss,ho_pts,ho_ppp,ho_fgm,ho_fga,ho_fg,ho_efg,ho_to,ho_ft,ho_score,su_poss,su_pts,su_ppp,su_fgm,su_fga,su_fg,su_efg,su_score,os_poss,os_pts,os_ppp,os_fgm,os_fga,os_fg,os_efg,os_to,os_ft,os_score,trans_poss,trans_pts,trans_ppp,trans_fgm,trans_fga,trans_fg,trans_efg,trans_to,trans_ft,trans_score,cut_poss,cut_pts,cut_ppp,cut_fgm,cut_fga,cut_fg,cut_efg,cut_to,cut_ft,cut_score,pb_poss,pb_pts,pb_ppp,pb_fgm,pb_fga,pb_fg,pb_to,pb_ft,pb_score,pd_poss,pd_pts,pd_ppp,pd_fgm,pd_fga,pd_fg_pct,pd_efg_pct,pd_score_pct,pd_threefgm,pd_threefga,pd_threepct,pd_three_per_fg,intd_poss,intd_pts,intd_ppp,intd_fgm,intd_fga,intd_fg,intd_score_pct,school,team_name,coach_name,wins,losses,nescac_wins,nescac_losses,games,poss,fgm,fga,three_fgm,three_fga,ftm,fta,fg_pct,three_fg_pct,ft_pct,efg,to_pct,three_per_fga,school,team_name,coach_name,wins,losses,nescac_wins,nescac_losses,games,team_poss,team_pts,team_ast,team_reb,team_oreb,team_stl,team_blk,team_tov,team_fouls,team_fgm,team_fga,team_threem,team_threea,team_ftm,team_fta
112,Alex,Sobel,31,MID,Center,Senior,Setauket (NY),United States of America,80,26,500,501,82,302,96,32,95,67,64,194,356,5,12,108,165,1,1,2,2.000,1.000,4,0,0,0.000,0.000,12,5,15,1.250,0.417,16,6,17,1.063,0.375,0.531,5,12,0.417,0.75,267,158,323,1.210,0.592,0.049,24,11,23,0.958,0.458,0.042,35,14,28,0.800,0.400,0.000,22,22,45,2.045,1.000,0.091,14,14,1.000,5,11,0.455,0.455,0.071,0.286,0.429,9,8,0.889,3,5,0.600,0.600,0.222,0.222,0.556,167,135,0.808,53,120,0.442,0.168,0.132,0.419,12,16,1.333,7,10,0.700,0.750,0.083,0.083,0.667,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,49,39,0.796,16,41,0.390,0.439,0.367,4,3,0.750,1,2,0.500,0.500,0.250,0.250,0.500,66,73,1.106,29,44,0.659,0.659,0.152,0.242,0.576,69,80,1.159,30,50,0.600,0.600,0.101,0.203,0.580,86,105,1.221,46,66,0.697,0.070,0.174,0.663,114,82,0.719,30,102,0.294,0.377,0.263,17,47,0.362,0.46,141,111,0.787,49,124,0.395,0.348,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
113,Sam,Stevens,33,MID,Guard,Sophomore,Mansfield (MA),United States of America,77,26,354,294,38,109,25,14,9,53,43,90,256,25,102,89,107,15,4,8,0.533,0.267,7,5,10,1.429,0.714,102,25,75,0.735,0.245,91,23,67,0.736,0.253,0.368,21,88,0.239,0.97,111,47,99,0.892,0.423,0.063,5,2,4,0.800,0.400,0.000,9,4,8,0.889,0.444,0.000,1,1,2,2.000,1.000,0.000,9,6,0.667,3,8,0.375,0.375,0.111,0.000,0.333,25,19,0.760,7,16,0.438,0.438,0.240,0.120,0.400,14,14,1.000,7,13,0.538,0.071,0.143,0.500,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,37,36,0.973,11,30,0.367,0.417,0.054,0.189,0.432,127,102,0.803,31,105,0.295,0.376,0.354,24,22,0.917,7,20,0.350,0.425,0.083,0.083,0.375,51,47,0.922,16,36,0.444,0.472,0.157,0.157,0.451,12,13,1.083,5,11,0.455,0.455,0.000,0.167,0.500,11,6,0.545,2,9,0.222,0.091,0.091,0.273,120,73,0.608,26,100,0.260,0.305,0.217,9,43,0.209,0.43,53,42,0.792,20,50,0.400,0.377,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
114,Peter,Carlson,41,MID,Forward,Senior,Cedaridge (CO),United States of America,79,9,14,6,3,8,3,0,3,7,4,3,7,0,0,0,0,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,6,3,6,1.000,0.500,0.000,1,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,0,0.000,0,0,0.000,1.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,2,1.000,1,2,0.500,0.500,0.000,0.000,0.500,6,2,0.333,1,3,0.333,0.333,0.500,0.000,0.167,2,2,1.000,1,2,0.500,0.000,0.000,0.500,11,7,0.636,2,10,0.200,0.250,0.182,1,5,0.200,0.50,6,2,0.333,1,6,0.167,0.167,Middlebury College,Panthers,Jeff Brown,20,6,7,3,26,2206,678,1624,155,494,355,500,0.417,0.314,0.710,0.465,0.159,0.30,Middlebury College,Panthers,Jeff Brown,20,6,7,3,302,2206,1866,327,1057,317,151,131,351,387,678,1624,155,494,355,500
115,Sean,Okpoebo,0,TRI,Guard,Junior,Leominster (MA),United States of America,75,9,24,23,4,7,2,3,0,4,19,8,19,4,10,3,3,0,0,0,0.000,0.000,2,1,2,1.000,0.500,10,4,12,1.200,0.400,10,4,12,1.200,0.400,0.600,4,10,0.400,1.00,6,2,5,0.833,0.333,0.167,0,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,1,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,2,2.000,1,1,1.000,1.000,0.000,0.000,1.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,9,11,1.222,4,9,0.444,0.611,0.444,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,5,3,0.600,1,4,0.250,0.375,0.200,0.000,0.200,5,7,1.400,2,3,0.667,0.667,0.200,0.400,0.600,1,0,0.000,0,1,0.000,0.000,0.000,0.000,19,15,0.789,4,14,0.286,0.393,0.211,3,12,0.250,0.86,10,5,0.500,1,7,0.143,0.100,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
116,Joseph,Hoch,1,TRI,Guard,Senior,Queens (NY),United States of America,73,23,124,121,22,52,17,5,4,16,14,50,103,12,34,9,13,6,3,6,1.000,0.500,1,1,2,2.000,1.000,34,12,36,1.059,0.353,32,11,33,1.031,0.344,0.516,11,32,0.344,1.00,54,32,65,1.204,0.593,0.056,0,0,0,0.000,0.000,0.000,8,1,2,0.250,0.125,0.000,0,0,0,0.000,0.000,0.000,2,0,0.000,0,2,0.000,0.000,0.000,0.000,0.000,10,11,1.100,4,7,0.571,0.571,0.200,0.200,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,2,1.000,1,2,0.500,0.500,0.000,0.000,0.500,49,45,0.918,18,43,0.419,0.500,0.388,9,2,0.222,1,8,0.125,0.125,0.111,0.000,0.111,24,29,1.208,12,21,0.571,0.690,0.125,0.042,0.500,15,14,0.933,5,9,0.556,0.556,0.200,0.200,0.533,8,14,1.750,7,8,0.875,0.000,0.000,0.875,89,80,0.899,30,75,0.400,0.480,0.337,12,36,0.333,0.48,29,33,1.138,15,26,0.577,0.517,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
117,Ethan,Yetman,2,TRI,Guard,Sophomore,Sydney,Australia,74,6,8,8,1,4,0,1,0,2,1,3,5,0,0,0,1,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0.00,2,2,4,2.000,1.000,0.000,0,0,0,0.000,0.000,0.000,3,1,2,0.667,0.333,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,4,4,1.000,2,4,0.500,0.500,0.000,0.000,0.500,2,2,1.000,1,1,1.000,1.000,0.500,0.000,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,6,10,1.667,4,5,0.800,1.000,0.667,2,2,1.000,0.40,2,4,2.000,2,2,1.000,1.000,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
118,Henry,Vetter,3,TRI,Guard,Freshman,Kenilworth (IL),United States of America,76,25,325,267,61,65,4,12,3,53,37,85,237,42,120,55,77,14,5,10,0.714,0.357,7,3,6,0.857,0.429,120,42,126,1.050,0.350,79,28,83,1.051,0.354,0.525,27,78,0.346,0.99,75,33,67,0.893,0.440,0.040,1,0,0,0.000,0.000,0.000,21,3,7,0.333,0.143,0.048,0,0,0,0.000,0.000,0.000,12,4,0.333,2,9,0.222,0.222,0.167,0.083,0.167,97,77,0.794,25,76,0.329,0.421,0.144,0.082,0.330,1,2,2.000,1,1,1.000,0.000,0.000,1.000,1,3,3.000,1,1,1.000,1.500,0.000,0.000,1.000,22,5,0.227,2,15,0.133,0.133,0.273,0.045,0.136,83,66,0.795,22,71,0.310,0.415,0.313,20,19,0.950,8,17,0.471,0.559,0.150,0.000,0.400,59,64,1.085,19,37,0.514,0.635,0.169,0.203,0.508,3,4,1.333,2,2,1.000,1.000,0.000,0.333,0.667,5,6,1.200,3,4,0.750,0.200,0.200,0.600,97,63,0.649,23,76,0.303,0.362,0.237,9,37,0.243,0.49,37,45,1.216,19,33,0.576,0.514,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
119,Dana,"Smith, Jr.",4,TRI,Forward,Senior,Providence (RI),United States of America,76,15,90,93,17,82,36,5,6,12,39,36,69,10,28,11,22,0,0,0,0.000,0.000,1,0,0,0.000,0.000,28,10,30,1.071,0.357,29,10,30,1.034,0.345,0.517,10,28,0.357,0.97,39,26,52,1.333,0.667,0.051,1,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,1,2,2.000,1.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,2,2,1.000,1,1,1.000,1.000,0.500,0.000,0.500,2,3,1.500,0,0,0.000,0.000,0.500,0.500,0.500,29,33,1.138,11,27,0.407,0.574,0.414,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,10,14,1.400,6,9,0.667,0.722,0.000,0.100,0.700,19,18,0.947,8,14,0.571,0.571,0.158,0.158,0.526,23,23,1.000,10,18,0.556,0.043,0.217,0.565,44,32,0.727,10,33,0.303,0.379,0.227,5,18,0.278,0.55,28,19,0.679,5,17,0.294,0.179,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
120,Alex,Douglas,5,TRI,Guard,Sophomore,Glen Cove (NY),United States of America,73,9,13,11,0,6,3,0,0,1,3,2,7,0,3,7,10,1,1,2,2.000,1.000,0,0,0,0.000,0.000,3,0,0,0.000,0.000,3,0,0,0.000,0.000,0.000,0,3,0.000,1.00,4,2,4,1.000,0.500,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,0,0.000,0.000,1.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,5,4,0.800,0,2,0.000,0.000,0.400,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,3,4,1.333,1,2,0.500,0.500,0.000,0.333,0.667,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,2,1.000,1,2,0.500,0.000,0.000,0.500,4,0,0.000,0,2,0.000,0.000,0.000,0,2,0.000,1.00,1,2,2.000,0,0,0.000,0.000,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
121,Trevor,McDonald,10,TRI,Forward,Freshman,Natick (MA),United States of America,77,23,87,100,30,84,36,5,1,12,31,39,65,3,13,19,25,0,0,0,0.000,0.000,1,1,2,2.000,1.000,13,3,9,0.692,0.231,14,4,11,0.786,0.286,0.393,3,13,0.231,0.93,48,34,72,1.500,0.708,0.104,1,1,2,2.000,1.000,0.000,2,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,6,6,1.000,3,6,0.500,0.000,0.167,0.500,8,5,0.625,2,6,0.333,0.417,0.250,0.000,0.250,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,15,14,0.933,6,14,0.429,0.500,0.400,1,1,1.000,0,0,0.000,0.000,0.000,1.000,1.000,12,17,1.417,8,12,0.667,0.667,0.000,0.083,0.667,18,31,1.722,13,16,0.813,0.813,0.000,0.222,0.833,16,22,1.375,7,11,0.636,0.063,0.313,0.688,60,38,0.633,15,48,0.313,0.375,0.250,6,24,0.250,0.50,49,39,0.796,18,43,0.419,0.367,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
122,Will,Dorion,11,TRI,Guard,Sophomore,Needham (MA),United States of America,74,25,261,170,102,86,10,25,2,44,27,65,189,9,45,31,58,52,19,38,0.731,0.365,13,3,6,0.462,0.231,45,9,27,0.600,0.200,29,5,15,0.517,0.172,0.259,5,27,0.185,0.93,62,27,56,0.903,0.435,0.065,0,0,0,0.000,0.000,0.000,15,4,8,0.533,0.267,0.067,0,0,0,0.000,0.000,0.000,15,12,0.800,5,15,0.333,0.333,0.000,0.133,0.333,87,53,0.609,20,65,0.308,0.323,0.115,0.172,0.299,3,4,1.333,2,2,1.000,0.000,0.333,0.667,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,21,19,0.905,8,17,0.471,0.529,0.143,0.048,0.429,60,26,0.433,11,52,0.212,0.250,0.183,9,10,1.111,4,7,0.571,0.571,0.111,0.111,0.556,36,25,0.694,8,23,0.348,0.370,0.194,0.167,0.389,3,5,1.667,2,2,1.000,1.000,0.000,0.333,1.000,6,10,1.667,5,6,0.833,0.000,0.000,0.833,133,96,0.722,32,110,0.291,0.364,0.241,16,60,0.267,0.55,35,24,0.686,12,33,0.364,0.343,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
123,Andrew,Lazarre,13,TRI,Guard,Freshman,West Haven (CT),United States of America,73,19,31,14,7,17,7,1,0,3,10,5,25,1,13,3,6,2,0,0,0.000,0.000,0,0,0,0.000,0.000,13,1,3,0.231,0.077,13,1,3,0.231,0.077,0.115,1,13,0.077,1.00,6,3,6,1.000,0.500,0.000,0,0,0,0.000,0.000,0.000,4,1,2,0.500,0.250,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,5,4,0.800,1,4,0.250,0.250,0.000,0.200,0.400,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,1,1.000,0,0,0.000,0.000,0.000,1.000,1.000,10,3,0.300,1,10,0.100,0.150,0.100,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,10,6,0.600,3,9,0.333,0.333,0.100,0.000,0.300,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,0,0.000,0,0,0.000,0.500,0.500,0.000,13,8,0.615,3,11,0.273,0.364,0.231,2,5,0.400,0.45,3,2,0.667,1,2,0.500,0.333,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
124,Drew,Herer,14,TRI,Guard,Freshman,Needham (MA),United States of America,75,8,2,2,0,4,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0.000,0.000,0,0,0,0.000,0.000,2,1,3,1.500,0.500,2,1,3,1.500,0.500,0.750,1,2,0.500,1.00,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,2,3,1.500,1,2,0.500,0.750,0.500,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,2,0,0.000,0,2,0.000,0.000,0.000,0,1,0.000,0.50,1,0,0.000,0,1,0.000,0.000,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
125,Gilbert,Otoo,15,TRI,Forward,Junior,Burtonsville (MD),United States of America,77,24,208,188,22,71,18,7,3,15,34,77,180,15,49,19,29,31,18,36,1.161,0.581,24,8,16,0.667,0.333,49,15,45,0.918,0.306,56,17,49,0.875,0.304,0.438,15,45,0.333,0.80,55,29,59,1.073,0.527,0.036,6,2,4,0.667,0.333,0.000,11,5,10,0.909,0.455,0.091,0,0,0,0.000,0.000,0.000,6,4,0.667,1,4,0.250,0.250,0.167,0.167,0.333,29,26,0.897,13,26,0.500,0.500,0.103,0.034,0.448,6,6,1.000,2,5,0.400,0.000,0.167,0.500,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,7,4,0.571,2,7,0.286,0.286,0.000,0.000,0.286,60,51,0.850,21,57,0.368,0.447,0.350,3,1,0.333,0,1,0.000,0.000,0.333,0.333,0.333,57,60,1.053,24,51,0.471,0.529,0.053,0.070,0.474,18,17,0.944,7,14,0.500,0.500,0.111,0.111,0.500,15,12,0.800,6,13,0.462,0.133,0.000,0.400,92,86,0.935,31,74,0.419,0.520,0.337,15,41,0.366,0.55,29,39,1.345,18,28,0.643,0.621,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
126,Charles,"Redd, Jr.",22,TRI,Guard,Senior,Peekskill (NY),United States of America,75,25,295,263,34,103,12,27,6,57,49,90,203,30,83,53,73,42,23,46,1.095,0.548,16,7,14,0.875,0.438,83,30,90,1.084,0.361,81,30,91,1.123,0.370,0.549,29,77,0.377,0.96,52,24,49,0.942,0.462,0.019,0,0,0,0.000,0.000,0.000,6,3,6,1.000,0.500,0.000,0,0,0,0.000,0.000,0.000,22,12,0.545,5,16,0.313,0.344,0.227,0.045,0.273,41,31,0.756,12,28,0.429,0.482,0.220,0.098,0.366,3,4,1.333,2,3,0.667,0.000,0.000,0.667,2,2,1.000,1,2,0.500,0.500,0.000,0.000,0.500,8,6,0.750,2,5,0.400,0.400,0.250,0.125,0.375,103,102,0.990,34,84,0.405,0.530,0.408,30,31,1.033,10,19,0.526,0.579,0.167,0.233,0.500,57,48,0.842,15,35,0.429,0.471,0.228,0.158,0.421,8,9,1.125,4,5,0.800,0.800,0.250,0.125,0.625,6,8,1.333,4,4,1.000,0.333,0.000,0.667,118,88,0.746,33,102,0.324,0.397,0.280,15,54,0.278,0.53,34,29,0.853,11,30,0.367,0.324,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
127,Jarrel,Okorougo,24,TRI,Forward,Freshman,Stoneham (MA),United States of America,76,25,161,154,17,120,53,25,8,18,44,70,129,0,1,14,30,9,6,12,1.333,0.667,7,2,4,0.571,0.286,1,0,0,0.000,0.000,2,1,2,1.000,0.500,0.500,0,0,0.000,0.00,92,56,114,1.239,0.609,0.022,3,2,4,1.333,0.667,0.000,9,3,6,0.667,0.333,0.000,15,10,20,1.333,0.667,0.000,2,2,1.000,0,0,0.000,0.000,0.000,1.000,1.000,3,4,1.333,2,2,1.000,1.000,0.333,0.000,0.667,3,0,0.000,0,3,0.000,0.000,0.000,0.000,4,4,1.000,2,4,0.500,0.500,0.000,0.000,0.500,2,2,1.000,1,1,1.000,1.000,0.500,0.000,0.500,22,15,0.682,7,19,0.368,0.368,0.364,5,2,0.400,1,4,0.250,0.250,0.200,0.000,0.200,25,27,1.080,12,20,0.600,0.600,0.120,0.080,0.560,51,54,1.059,25,40,0.625,0.625,0.118,0.098,0.549,40,44,1.100,20,34,0.588,0.050,0.150,0.550,56,40,0.714,15,46,0.326,0.424,0.268,9,26,0.346,0.57,39,31,0.795,14,31,0.452,0.359,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
128,Finn,"Donelan, III",30,TRI,Guard,Freshman,Fairfield (CT),United States of America,71,5,2,2,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0.000,0.000,0,0,0,0.000,0.000,1,0,0,0.000,0.000,1,0,0,0.000,0.000,0.000,0,1,0.000,1.00,0,0,0,0.000,0.000,0.000,1,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0.000,0.000,0,0,0.000,0,0,0.000,0.000,0.000,0.000,1,0,0.000,0,1,0.000,0.000,0.000,0,0,0.000,0.00,0,0,0.000,0,0,0.000,0.000,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,26,2101,689,1633,191,596,271,413,0.422,0.320,0.656,0.480,0.134,0.36,Trinity College (CT),Bantams,James Cosgrove,17,9,4,6,294,2101,1843,365,907,253,138,55,282,361,689,1633,191,596,271,413
